,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat
3990,3,9,3500,0,2004-01-01,1970-01-01,98053,47.6799
3991,3,8,2100,0,1999-01-01,1970-01-01,98065,47.5338
3992,3,7,1820,800,1952-01-01,1970-01-01,98070,47.4662
3993,3,9,2810,0,1989-01-01,1970-01-01,98006,47.5424
3994,4,7,1330,960,1947-01-01,1970-01-01,98133,47.7173
3995,3,7,1350,0,1993-01-01,1970-01-01,98010,47.3123
3996,4,8,1600,1170,1961-01-01,1970-01-01,98003,47.3386
3997,5,8,2070,460,1917-01-01,1970-01-01,98103,47.6624
3998,4,5,1280,0,1941-01-01,1970-01-01,98024,47.566
3999,3,7,1060,0,1983-01-01,1970-01-01,98077,47.7442
4000,4,8,1000,0,1975-01-01,1970-01-01,98198,47.3811
4001,3,9,2970,900,1991-01-01,1970-01-01,98106,47.5545
4002,4,7,2140,1230,1907-01-01,1970-01-01,98109,47.6373
4003,3,6,2290,0,1936-01-01,1953-01-01,98146,47.4997
4004,4,7,1670,0,1990-01-01,1970-01-01,98042,47.3603
4005,4,7,1460,0,1961-01-01,1970-01-01,98027,47.4861
4006,3,7,1030,740,1960-01-01,1970-01-01,98148,47.4323
4007,4,6,820,0,1954-01-01,1970-01-01,98056,47.5175
4008,3,8,1450,450,1948-01-01,1970-01-01,98105,47.6675
4009,3,8,1870,0,2006-01-01,1970-01-01,98053,47.7195
4010,4,7,920,920,1942-01-01,1970-01-01,98199,47.6483
4011,4,7,1140,450,1967-01-01,1970-01-01,98058,47.4473
4012,4,7,1640,0,1946-01-01,1970-01-01,98118,47.5682
4013,3,11,3000,0,2001-01-01,1970-01-01,98075,47.5884
4014,4,8,1390,770,1960-01-01,1970-01-01,98115,47.6777
4015,4,8,1790,700,1911-01-01,1970-01-01,98119,47.6313
4016,5,7,1290,0,1950-01-01,1970-01-01,98116,47.5713
4017,3,9,3190,0,1988-01-01,1970-01-01,98074,47.6027
4018,4,7,1540,0,1923-01-01,1970-01-01,98031,47.4163
4019,4,8,1480,660,1966-01-01,1970-01-01,98056,47.5084
4020,3,7,980,0,1926-01-01,1970-01-01,98103,47.6903
4021,3,8,2450,0,1973-01-01,1970-01-01,98058,47.4519
4022,4,6,910,450,1924-01-01,1970-01-01,98116,47.5587
4023,3,10,4610,0,2000-01-01,1970-01-01,98075,47.6011
4024,3,11,5080,2400,1953-01-01,1970-01-01,98166,47.4643
4025,3,9,2860,0,1999-01-01,1970-01-01,98005,47.6218
4026,3,7,1810,0,1970-01-01,1970-01-01,98045,47.4648
4027,5,8,2240,0,1948-01-01,1970-01-01,98004,47.6177
4028,3,10,2440,1170,2003-01-01,1970-01-01,98027,47.5464
4029,4,7,1450,0,1921-01-01,1970-01-01,98107,47.6739
4030,3,8,1200,250,2007-01-01,1970-01-01,98119,47.6475
4031,4,7,1200,620,1958-01-01,1970-01-01,98198,47.4213
4032,4,11,4140,1480,1916-01-01,1970-01-01,98144,47.5786
4033,3,7,1040,1040,1950-01-01,1970-01-01,98118,47.5135
4034,3,8,1780,0,2007-01-01,1970-01-01,98126,47.548
4035,3,8,4340,0,1967-01-01,1970-01-01,98004,47.6316
4036,3,9,1980,880,1925-01-01,1993-01-01,98115,47.6752
4037,3,8,1500,1040,1959-01-01,1970-01-01,98115,47.6834
4038,3,6,1140,0,1958-01-01,1970-01-01,98126,47.5433
4039,3,7,1320,0,1995-01-01,1970-01-01,98117,47.6959
4040,3,8,2040,0,1987-01-01,1970-01-01,98029,47.5718
4041,3,7,1170,620,1983-01-01,1970-01-01,98045,47.4819
4042,3,8,1910,0,1955-01-01,1970-01-01,98034,47.7114
4043,3,7,1460,0,1928-01-01,1970-01-01,98117,47.6779
4044,5,7,1420,0,1957-01-01,1970-01-01,98042,47.4193
4045,5,7,1790,0,1928-01-01,1970-01-01,98144,47.5749
4046,3,8,1390,0,2005-01-01,1970-01-01,98022,47.2117
4047,3,7,1280,600,1976-01-01,1970-01-01,98023,47.3272
4048,3,7,1570,0,1908-01-01,1970-01-01,98118,47.54
4049,5,7,1840,850,1943-01-01,1970-01-01,98115,47.6784
4050,3,8,1670,0,1992-01-01,1970-01-01,98022,47.1913
4051,3,7,1040,0,1969-01-01,1970-01-01,98034,47.7137
4052,4,7,1560,0,1968-01-01,1970-01-01,98034,47.7281
4053,2,7,1470,0,1940-01-01,1970-01-01,98115,47.6914
4054,3,8,2070,0,1955-01-01,2013-01-01,98155,47.7635
4055,3,8,1130,240,1941-01-01,1970-01-01,98199,47.6473
4056,3,7,770,350,1926-01-01,1970-01-01,98126,47.5669
4057,3,9,2640,0,2001-01-01,1970-01-01,98075,47.5788
4058,4,7,1030,0,1972-01-01,1970-01-01,98034,47.7218
4059,3,6,1120,0,1942-01-01,1970-01-01,98168,47.4879
4060,3,7,880,850,1956-01-01,1970-01-01,98008,47.6031
4061,3,9,2090,0,1983-01-01,1970-01-01,98006,47.5651
4062,4,7,920,0,1977-01-01,1970-01-01,98001,47.2816
4063,3,8,2970,0,1983-01-01,1998-01-01,98058,47.4338
4064,3,8,1720,0,1993-01-01,1970-01-01,98028,47.7688
4065,3,7,1460,0,1988-01-01,1970-01-01,98055,47.472
4066,5,7,1490,50,1930-01-01,1970-01-01,98105,47.6692
4067,3,7,2850,0,1959-01-01,1970-01-01,98055,47.4859
4068,3,7,1310,0,1962-01-01,1970-01-01,98034,47.7296
4069,3,9,2430,0,2001-01-01,1970-01-01,98058,47.4487
4070,4,8,1700,0,1954-01-01,1970-01-01,98004,47.6166
4071,4,8,2160,0,1978-01-01,1970-01-01,98092,47.3212
4072,3,6,860,0,1929-01-01,1970-01-01,98117,47.6791
4073,3,8,1520,530,2006-01-01,1970-01-01,98112,47.6235
4074,3,7,1130,520,1972-01-01,1970-01-01,98034,47.7359
4075,3,7,1180,390,1991-01-01,1970-01-01,98022,47.1942
4076,3,7,1660,0,1957-01-01,1970-01-01,98133,47.7512
4077,4,7,1220,0,1955-01-01,1970-01-01,98039,47.6328
4078,4,7,1220,0,1955-01-01,1970-01-01,98039,47.6328
4079,3,7,1780,0,1964-01-01,1970-01-01,98148,47.4617
4080,3,8,2180,0,2004-01-01,1970-01-01,98011,47.7733
4081,3,9,3520,0,2004-01-01,1970-01-01,98092,47.2687
4082,3,8,2220,0,1998-01-01,1970-01-01,98001,47.2864
4083,4,7,1610,0,1967-01-01,1970-01-01,98042,47.3398
4084,3,6,1070,0,1956-01-01,1970-01-01,98155,47.7633
4085,2,6,910,150,1913-01-01,1970-01-01,98118,47.5545
4086,3,7,1160,0,1962-01-01,1970-01-01,98118,47.5362
4087,3,7,910,0,1949-01-01,1970-01-01,98115,47.676
4088,3,9,2970,0,1998-01-01,2006-01-01,98059,47.4741
4089,3,6,790,0,1942-01-01,1970-01-01,98168,47.4919
4090,3,7,1540,0,1948-01-01,1983-01-01,98136,47.551
4091,3,9,2530,600,1956-01-01,1970-01-01,98177,47.7598
4092,3,7,1280,190,1941-01-01,1970-01-01,98125,47.7032
4093,3,8,2100,1060,1933-01-01,1970-01-01,98199,47.6513
4094,3,8,2675,0,1984-01-01,1970-01-01,98075,47.5916
4095,4,7,1340,0,1987-01-01,1970-01-01,98030,47.3504
4096,3,7,2450,1380,1938-01-01,1970-01-01,98103,47.6927
4097,3,8,1800,0,1987-01-01,1970-01-01,98023,47.3115
4098,4,10,2990,0,1974-01-01,1970-01-01,98072,47.746
4099,4,9,1930,1790,1960-01-01,1970-01-01,98005,47.5911
4100,4,6,920,0,1961-01-01,1970-01-01,98002,47.285
4101,3,7,3280,0,2005-01-01,1970-01-01,98053,47.6802
4102,2,7,1440,0,1964-01-01,1970-01-01,98001,47.3168
4103,4,8,1100,840,1981-01-01,1970-01-01,98178,47.5018
4104,4,8,1590,0,1979-01-01,1970-01-01,98056,47.5049
4105,3,8,1340,0,2007-01-01,1970-01-01,98053,47.7182
4106,3,11,3770,0,1997-01-01,1970-01-01,98006,47.5646
4107,5,7,1340,1340,1967-01-01,1970-01-01,98033,47.6553
4108,3,8,2820,0,2008-01-01,1970-01-01,98155,47.7494
4109,3,5,1520,0,1932-01-01,1970-01-01,98168,47.4924
4110,3,8,2560,0,2012-01-01,1970-01-01,98042,47.3835
4111,3,8,2160,1150,1919-01-01,1996-01-01,98038,47.4167
4112,3,7,1540,0,1968-01-01,1970-01-01,98011,47.7357
4113,4,8,1430,0,1964-01-01,1970-01-01,98052,47.6686
4114,3,7,2506,0,2006-01-01,1970-01-01,98030,47.3734
4115,5,7,1200,1050,1956-01-01,1970-01-01,98005,47.5877
4116,4,7,1370,1370,1945-01-01,1970-01-01,98144,47.5738
4117,3,6,1540,0,1977-01-01,1970-01-01,98024,47.5651
4118,4,9,2040,2150,1965-01-01,1970-01-01,98005,47.6472
4119,3,7,1190,500,1979-01-01,1970-01-01,98028,47.773
4120,4,8,1420,570,1932-01-01,1970-01-01,98126,47.5638
4121,3,9,2410,0,1993-01-01,1970-01-01,98034,47.7094
4122,3,7,950,200,1948-01-01,1970-01-01,98125,47.7259
4123,3,7,1720,0,1956-01-01,1970-01-01,98188,47.4424
4124,4,7,1260,0,1981-01-01,1970-01-01,98023,47.2772
4125,4,8,1430,590,1978-01-01,1970-01-01,98058,47.4432
4126,3,7,1490,750,1959-01-01,1970-01-01,98136,47.5305
4127,3,8,1930,0,1996-01-01,1970-01-01,98019,47.7458
4128,3,7,1420,400,1994-01-01,1970-01-01,98092,47.3201
4129,3,8,1240,320,1995-01-01,1970-01-01,98102,47.6248
4130,4,8,1450,720,1911-01-01,1970-01-01,98115,47.6724
4131,3,8,1180,420,1977-01-01,1970-01-01,98072,47.7662
4132,3,9,2950,810,1998-01-01,1970-01-01,98053,47.6328
4133,4,7,1240,0,1957-01-01,1970-01-01,98008,47.601
4134,5,8,1090,0,1929-01-01,1970-01-01,98118,47.5157
4135,3,8,1820,920,1961-01-01,1970-01-01,98177,47.7728
4136,3,9,3110,0,2002-01-01,1970-01-01,98065,47.5445
4137,3,7,1280,330,2007-01-01,1970-01-01,98144,47.6
4138,3,8,1650,230,2007-01-01,1970-01-01,98122,47.6053
4139,5,6,870,870,1954-01-01,1970-01-01,98133,47.7461
4140,5,8,2180,1090,1909-01-01,1970-01-01,98122,47.6101
4141,3,8,1990,0,2003-01-01,1970-01-01,98075,47.5895
4142,4,8,1960,0,1967-01-01,1970-01-01,98023,47.3111
4143,3,7,960,720,1992-01-01,1970-01-01,98115,47.6854
4144,3,9,2910,0,2003-01-01,1970-01-01,98059,47.5223
4145,4,7,1210,290,1968-01-01,1970-01-01,98055,47.4619
4146,3,7,580,0,1908-01-01,2005-01-01,98117,47.6829
4147,3,7,1270,1270,1949-01-01,1970-01-01,98177,47.7219
4148,3,7,950,0,1949-01-01,1970-01-01,98126,47.5653
4149,3,12,5760,1320,2008-01-01,1970-01-01,98039,47.6151
4150,3,7,810,0,1928-01-01,1970-01-01,98126,47.5425
4151,4,8,2720,1360,1961-01-01,1970-01-01,98103,47.6722
4152,5,7,1300,520,1956-01-01,1970-01-01,98155,47.7615
4153,3,7,2650,0,2000-01-01,1970-01-01,98019,47.7258
4154,3,9,1250,420,2015-01-01,1970-01-01,98115,47.6814
4155,3,8,2480,0,1986-01-01,1970-01-01,98058,47.4381
4156,3,8,1070,170,1967-01-01,1970-01-01,98003,47.333
4157,3,7,1390,0,1987-01-01,1970-01-01,98042,47.3707
4158,4,10,2880,0,1985-01-01,1970-01-01,98074,47.6319
4159,4,7,1060,0,1960-01-01,1970-01-01,98032,47.3801
4160,3,7,830,240,1924-01-01,1970-01-01,98103,47.6755
4161,4,7,870,770,1943-01-01,1970-01-01,98056,47.5334
4162,4,7,910,600,1972-01-01,1970-01-01,98115,47.6804
4163,4,6,1230,0,1925-01-01,1970-01-01,98106,47.5177
4164,3,8,1510,0,2007-01-01,1970-01-01,98053,47.7225
4165,3,8,2120,1060,1967-01-01,1970-01-01,98034,47.7176
4166,3,8,1430,830,1958-01-01,1970-01-01,98115,47.6876
4167,4,8,1920,0,1990-01-01,1970-01-01,98031,47.4058
4168,3,8,1980,0,1999-01-01,1970-01-01,98055,47.4492
4169,4,6,1200,0,1958-01-01,1970-01-01,98198,47.4204
4170,4,8,1210,810,1961-01-01,1970-01-01,98115,47.6821
4171,4,7,1890,120,1921-01-01,1970-01-01,98002,47.311
4172,3,7,1470,460,1984-01-01,1970-01-01,98003,47.2624
4173,3,8,1720,990,1959-01-01,1970-01-01,98004,47.6411
4174,4,7,1450,500,1917-01-01,1970-01-01,98136,47.5511
4175,4,8,2110,0,1959-01-01,1970-01-01,98055,47.4742
4176,4,7,1250,0,1951-01-01,1970-01-01,98126,47.5517
4177,3,9,1380,0,2006-01-01,1970-01-01,98103,47.6654
4178,3,8,2050,0,1991-01-01,1970-01-01,98105,47.6698
4179,3,8,1800,0,1931-01-01,1970-01-01,98168,47.4889
4180,3,7,1310,0,1934-01-01,1984-01-01,98168,47.5008
4181,3,7,1010,0,1913-01-01,1970-01-01,98107,47.6641
4182,5,7,1850,0,1965-01-01,1970-01-01,98034,47.7259
4183,4,8,1750,0,1977-01-01,1970-01-01,98058,47.4451
4184,3,8,2154,0,2012-01-01,1970-01-01,98030,47.3513
4185,3,8,1010,220,2004-01-01,1970-01-01,98116,47.5626
4186,4,6,980,980,1940-01-01,1970-01-01,98178,47.5101
4187,3,6,870,200,1923-01-01,1970-01-01,98126,47.564
4188,3,7,1190,260,1939-01-01,1970-01-01,98199,47.6436
4189,3,9,2480,1200,1936-01-01,1970-01-01,98105,47.6599
4190,4,12,4390,1370,1994-01-01,1970-01-01,98177,47.7288
4191,4,7,1220,0,1955-01-01,1970-01-01,98133,47.7608
4192,5,7,1810,1140,1912-01-01,1970-01-01,98103,47.6525
4193,3,7,1040,300,1999-01-01,1970-01-01,98117,47.698
4194,4,8,2220,650,1926-01-01,1970-01-01,98146,47.5129
4195,4,7,2000,590,1911-01-01,1970-01-01,98118,47.5318
4196,4,8,1070,1020,1963-01-01,1970-01-01,98052,47.6715
4197,3,8,1500,1500,1979-01-01,1970-01-01,98125,47.7226
4198,4,7,880,850,1955-01-01,1970-01-01,98007,47.5995
4199,3,7,2040,810,1926-01-01,1970-01-01,98103,47.6835
4200,3,7,1020,0,1951-01-01,1970-01-01,98116,47.571
4201,3,9,2200,0,1997-01-01,1970-01-01,98072,47.7408
4202,3,7,3240,0,1997-01-01,1970-01-01,98045,47.5192
4203,4,5,490,0,1959-01-01,1970-01-01,98014,47.7112
4204,3,7,1550,1440,2003-01-01,1970-01-01,98106,47.5237
4205,4,7,1240,1210,1900-01-01,1955-01-01,98133,47.7056
4206,3,8,1900,0,1990-01-01,1970-01-01,98033,47.7002
4207,3,7,2640,0,2003-01-01,1970-01-01,98038,47.3505
4208,3,8,1340,0,1997-01-01,1970-01-01,98117,47.6904
4209,3,9,3220,0,2003-01-01,1970-01-01,98033,47.6878
4210,3,7,930,0,1978-01-01,1970-01-01,98045,47.4644
4211,3,10,2260,980,1946-01-01,1970-01-01,98105,47.6709
4212,4,8,2630,0,1968-01-01,1970-01-01,98002,47.2863
4213,3,8,1730,0,1996-01-01,1970-01-01,98029,47.5672
4214,3,8,1220,900,1965-01-01,1970-01-01,98007,47.6003
4215,5,6,880,0,1946-01-01,1970-01-01,98155,47.7494
4216,4,7,1800,0,1974-01-01,1970-01-01,98059,47.4721
4217,3,7,1600,0,1998-01-01,1970-01-01,98002,47.2831
4218,3,11,3280,0,1925-01-01,1970-01-01,98199,47.6699
4219,3,7,1790,1500,1968-01-01,1970-01-01,98030,47.3733
4220,3,10,2890,0,1984-01-01,1970-01-01,98056,47.5169
4221,3,7,1330,400,1991-01-01,1970-01-01,98198,47.4099
4222,3,7,1590,0,2000-01-01,1970-01-01,98065,47.5303
4223,4,7,1710,0,1956-01-01,1970-01-01,98007,47.5947
4224,3,7,1995,0,1957-01-01,1970-01-01,98198,47.4129
4225,4,7,1300,0,1967-01-01,1970-01-01,98034,47.7359
4226,3,8,2040,680,1985-01-01,1970-01-01,98038,47.4168
4227,3,8,1360,0,1999-01-01,1970-01-01,98102,47.6423
4228,3,8,1300,290,1994-01-01,1970-01-01,98199,47.6375
4229,3,7,1080,120,1942-01-01,1970-01-01,98103,47.7001
4230,3,7,1170,0,1910-01-01,1970-01-01,98103,47.6697
4231,3,6,1510,500,1912-01-01,1970-01-01,98119,47.6522
4232,3,7,1810,70,2001-01-01,1970-01-01,98108,47.5405
4233,4,8,3250,0,1978-01-01,1970-01-01,98075,47.5849
4234,4,9,1310,960,1975-01-01,1970-01-01,98040,47.5416
4235,3,7,2830,850,1908-01-01,1970-01-01,98102,47.6374
4236,4,8,1040,840,1931-01-01,1970-01-01,98109,47.6418
4237,4,7,910,140,1947-01-01,1970-01-01,98115,47.6897
4238,3,9,2250,0,2005-01-01,1970-01-01,98038,47.4246
4239,3,8,1689,0,2008-01-01,1970-01-01,98125,47.7174
4240,3,8,1430,1430,1962-01-01,2015-01-01,98006,47.546
4241,4,10,2710,0,1990-01-01,1970-01-01,98122,47.604
4242,4,7,1770,0,1967-01-01,1970-01-01,98033,47.6642
4243,3,8,1860,960,1965-01-01,1970-01-01,98006,47.5579
4244,4,8,2000,1400,1980-01-01,1970-01-01,98072,47.7293
4245,3,9,3110,0,2004-01-01,1970-01-01,98052,47.7011
4246,3,7,1080,400,1953-01-01,1970-01-01,98155,47.7629
4247,3,6,940,0,1910-01-01,1970-01-01,98136,47.5379
4248,3,8,2680,0,2009-01-01,1970-01-01,98052,47.7073
4249,3,9,3190,0,2005-01-01,1970-01-01,98075,47.5903
4250,3,9,1920,0,1949-01-01,1997-01-01,98119,47.6472
4251,3,9,2610,0,1996-01-01,1970-01-01,98052,47.6648
4252,2,6,1040,0,1947-01-01,1970-01-01,98055,47.4518
4253,3,11,2270,610,1982-01-01,1970-01-01,98005,47.6587
4254,4,7,1450,0,1991-01-01,1970-01-01,98022,47.1947
4255,4,9,2782,1120,1977-01-01,1970-01-01,98116,47.5837
4256,3,8,1500,960,1977-01-01,1970-01-01,98023,47.3081
4257,3,9,2170,0,2003-01-01,1970-01-01,98029,47.5458
4258,3,7,1450,520,1986-01-01,1970-01-01,98024,47.5669
4259,3,7,1000,0,1954-01-01,1970-01-01,98133,47.7339
4260,4,7,790,790,1909-01-01,1970-01-01,98117,47.6769
4261,3,7,1100,1030,1962-01-01,1970-01-01,98032,47.383
4262,3,7,1370,0,1949-01-01,1970-01-01,98155,47.736
4263,3,8,1330,820,1966-01-01,1970-01-01,98003,47.3376
4264,4,8,1370,0,1977-01-01,1970-01-01,98092,47.2969
4265,4,8,1370,0,1918-01-01,1970-01-01,98105,47.6711
4266,4,8,2330,960,1975-01-01,1970-01-01,98070,47.504
4267,3,9,3190,0,1994-01-01,1970-01-01,98022,47.2737
4268,3,10,3300,840,1977-01-01,2005-01-01,98004,47.6344
4269,3,7,1690,0,1986-01-01,1970-01-01,98030,47.3546
4270,3,7,1690,0,1914-01-01,1970-01-01,98115,47.6746
4271,3,7,1430,0,1962-01-01,1970-01-01,98034,47.7317
4272,3,9,1980,0,2009-01-01,1970-01-01,98103,47.6901
4273,4,7,1490,0,1990-01-01,1970-01-01,98042,47.3712
4274,5,8,1900,1720,1964-01-01,1970-01-01,98006,47.5512
4275,5,9,1870,850,1963-01-01,1970-01-01,98040,47.5489
4276,4,7,1490,0,1970-01-01,1970-01-01,98031,47.3894
4277,3,7,1230,0,1986-01-01,1970-01-01,98023,47.2881
4278,4,7,1340,560,1977-01-01,1970-01-01,98023,47.305
4279,4,7,1530,0,1978-01-01,1970-01-01,98133,47.7767
4280,3,8,1390,900,1981-01-01,1970-01-01,98077,47.7398
4281,3,8,1280,960,1956-01-01,1970-01-01,98125,47.7046
4282,3,9,3470,0,2005-01-01,1970-01-01,98065,47.5423
4283,4,8,1550,1500,1983-01-01,1970-01-01,98030,47.3626
4284,4,7,1100,0,1955-01-01,1970-01-01,98030,47.3632
4285,3,7,1080,530,1976-01-01,1970-01-01,98031,47.3943
4286,3,8,1210,700,1984-01-01,1970-01-01,98023,47.3128
4287,3,7,1230,280,1973-01-01,1970-01-01,98125,47.7053
4288,4,6,1280,0,1985-01-01,1970-01-01,98002,47.335
4289,3,8,1530,380,2007-01-01,1970-01-01,98199,47.6441
4290,4,6,1170,0,1969-01-01,1970-01-01,98092,47.3155
4291,3,7,1550,0,1930-01-01,1979-01-01,98117,47.7005
4292,4,7,1060,0,1968-01-01,1970-01-01,98106,47.5649
4293,3,7,1040,0,1944-01-01,1970-01-01,98133,47.7024
4294,5,7,1550,0,1999-01-01,1970-01-01,98033,47.6973
4295,4,9,1580,910,1961-01-01,1970-01-01,98146,47.488
4296,4,6,920,0,1950-01-01,1970-01-01,98002,47.3012
4297,5,6,1250,0,1939-01-01,1970-01-01,98022,47.2092
4298,4,8,1630,910,1922-01-01,1970-01-01,98119,47.637
4299,3,8,1380,810,1978-01-01,1970-01-01,98030,47.3764
4300,4,7,1340,0,1987-01-01,1970-01-01,98010,47.2931
4301,4,8,1400,1010,1975-01-01,1970-01-01,98040,47.5416
4302,3,7,1830,0,1963-01-01,1970-01-01,98155,47.7554
4303,3,6,1740,110,1928-01-01,1970-01-01,98108,47.5446
4304,3,7,1410,0,1954-01-01,1970-01-01,98177,47.7621
4305,3,8,1460,0,1975-01-01,1970-01-01,98058,47.4457
4306,3,9,1200,300,2014-01-01,1970-01-01,98119,47.6451
4307,4,6,1130,0,1942-01-01,1970-01-01,98133,47.7298
4308,3,8,1620,0,2008-01-01,1970-01-01,98065,47.5167
4309,3,7,1450,880,1982-01-01,1970-01-01,98188,47.4282
4310,3,7,1520,0,2003-01-01,1970-01-01,98115,47.6822
4311,3,8,2840,0,2001-01-01,1970-01-01,98022,47.19
4312,3,7,1520,0,1949-01-01,1970-01-01,98166,47.4745
4313,3,8,1740,0,1952-01-01,1970-01-01,98118,47.5596
4314,3,9,4000,0,2007-01-01,1970-01-01,98065,47.5421
4315,4,9,1670,1110,1948-01-01,1970-01-01,98199,47.6442
4316,5,9,2140,1360,1951-01-01,1970-01-01,98177,47.7222
4317,3,7,1060,0,1960-01-01,1970-01-01,98030,47.36
4318,3,7,1290,0,1926-01-01,1970-01-01,98118,47.5462
4319,3,8,1600,790,1978-01-01,1970-01-01,98034,47.726
4320,3,7,1380,1080,1972-01-01,1970-01-01,98028,47.7452
4321,4,9,1580,1350,1978-01-01,1970-01-01,98023,47.3227
4322,3,7,2200,0,1990-01-01,1970-01-01,98155,47.7456
4323,3,8,1470,400,1980-01-01,1970-01-01,98034,47.7265
4324,4,7,1190,870,1975-01-01,1970-01-01,98155,47.7686
4325,3,7,1610,0,1968-01-01,1970-01-01,98034,47.727
4326,3,7,2120,0,2002-01-01,1970-01-01,98092,47.3364
4327,3,8,1160,290,2007-01-01,1970-01-01,98199,47.6508
4328,4,7,1090,890,1923-01-01,1970-01-01,98144,47.586
4329,3,6,860,0,1943-01-01,1970-01-01,98133,47.7274
4330,3,7,1460,0,1985-01-01,1970-01-01,98056,47.5155
4331,4,7,1340,1250,1958-01-01,1970-01-01,98008,47.6112
4332,3,6,1120,0,1976-01-01,1970-01-01,98019,47.7378
4333,4,5,1340,0,1945-01-01,1970-01-01,98032,47.4023
4334,3,8,1780,0,1926-01-01,1970-01-01,98118,47.5589
4335,5,8,1910,1010,1909-01-01,1970-01-01,98105,47.6578
4336,3,7,1410,1410,1958-01-01,1970-01-01,98155,47.7473
4337,3,8,1550,0,2003-01-01,1970-01-01,98107,47.6729
4338,4,8,1600,0,1958-01-01,1970-01-01,98022,47.1991
4339,4,10,3190,0,1982-01-01,1970-01-01,98034,47.6991
4340,4,7,980,980,1939-01-01,1970-01-01,98115,47.6975
4341,3,7,970,0,1972-01-01,1970-01-01,98045,47.4451
4342,4,7,1360,0,1966-01-01,1970-01-01,98059,47.4948
4343,4,7,1360,0,1966-01-01,1970-01-01,98059,47.4948
4344,4,8,3810,0,1977-01-01,1970-01-01,98103,47.6938
4345,3,7,1100,240,1985-01-01,1970-01-01,98042,47.3668
4346,3,9,1990,0,2012-01-01,1970-01-01,98118,47.5404
4347,3,7,1120,0,1968-01-01,1970-01-01,98198,47.3694
4348,3,7,1460,600,1922-01-01,1996-01-01,98105,47.6698
4349,5,6,1170,0,1917-01-01,1970-01-01,98126,47.5338
4350,3,9,1080,530,2014-01-01,1970-01-01,98119,47.6423
4351,3,9,1430,460,2012-01-01,1970-01-01,98136,47.5438
4352,3,9,720,350,2008-01-01,1970-01-01,98106,47.5213
4353,3,8,1680,0,1989-01-01,1970-01-01,98055,47.4501
4354,3,9,2890,0,2014-01-01,1970-01-01,98006,47.554
4355,3,7,1060,300,1947-01-01,1970-01-01,98115,47.6841
4356,3,8,1660,0,1907-01-01,1970-01-01,98119,47.6352
4357,3,7,1620,0,1951-01-01,1970-01-01,98115,47.6731
4358,4,6,960,0,1942-01-01,1970-01-01,98033,47.6646
4359,4,6,1000,0,1947-01-01,1970-01-01,98155,47.742
4360,3,8,2395,0,2003-01-01,1970-01-01,98053,47.7114
4361,3,8,1800,1250,1966-01-01,1970-01-01,98034,47.7228
4362,4,6,1120,0,1972-01-01,1970-01-01,98010,47.3205
4363,3,9,2190,770,2007-01-01,1970-01-01,98119,47.6526
4364,3,8,1250,0,2008-01-01,1970-01-01,98133,47.7099
4365,4,7,980,960,1910-01-01,1970-01-01,98107,47.6719
4366,3,8,1750,0,1977-01-01,1970-01-01,98052,47.6638
4367,4,7,2150,0,1955-01-01,1970-01-01,98004,47.5828
4368,4,7,910,590,1942-01-01,1970-01-01,98117,47.7004
4369,3,7,3230,0,1925-01-01,1993-01-01,98023,47.3344
4370,3,8,3000,0,1985-01-01,1970-01-01,98034,47.7315
4371,4,7,1520,0,1967-01-01,1970-01-01,98034,47.7356
4372,3,7,1190,0,1968-01-01,1970-01-01,98042,47.385
4373,3,7,990,0,1953-01-01,1970-01-01,98148,47.425
4374,3,7,1250,0,1965-01-01,1970-01-01,98001,47.3414
4375,3,7,1330,750,1960-01-01,1970-01-01,98118,47.5392
4376,3,7,1640,0,1988-01-01,1970-01-01,98019,47.7345
4377,3,7,1350,200,1918-01-01,1970-01-01,98105,47.6604
4378,4,7,1290,0,1960-01-01,1970-01-01,98092,47.3356
4379,3,10,3250,0,2004-01-01,1970-01-01,98146,47.5123
4380,5,6,1260,0,1942-01-01,1970-01-01,98108,47.5501
4381,3,10,2840,0,2006-01-01,1970-01-01,98052,47.7069
4382,4,8,1960,0,1977-01-01,1970-01-01,98052,47.6642
4383,2,5,760,0,1903-01-01,1970-01-01,98118,47.5513
4384,5,8,2240,0,1976-01-01,1970-01-01,98070,47.4638
4385,4,9,2240,0,1970-01-01,1970-01-01,98040,47.5489
4386,3,8,1820,0,1948-01-01,1970-01-01,98146,47.5068
4387,3,9,3370,0,2005-01-01,1970-01-01,98045,47.4398
4388,4,8,1160,0,1929-01-01,1970-01-01,98105,47.6718
4389,3,8,1320,320,1987-01-01,1970-01-01,98052,47.6772
4390,3,5,820,0,1999-01-01,1970-01-01,98065,47.5316
4391,3,9,2800,0,2005-01-01,1970-01-01,98038,47.3594
4392,3,6,1080,700,1957-01-01,1970-01-01,98146,47.5105
4393,3,7,1410,790,1989-01-01,1970-01-01,98092,47.3224
4394,5,6,740,740,1910-01-01,1970-01-01,98108,47.55
4395,3,7,1860,150,2001-01-01,1970-01-01,98118,47.5525
4396,4,7,2080,800,1926-01-01,1970-01-01,98117,47.6805
4397,5,6,940,0,1900-01-01,1970-01-01,98107,47.6733
4398,3,7,1620,0,1968-01-01,1970-01-01,98030,47.3808
4399,3,11,4400,0,1988-01-01,1970-01-01,98075,47.5927
4400,3,7,1410,120,1955-01-01,1970-01-01,98116,47.5745
